SN,Time,EO2 - Flow - F202,EO3 - Power,EO3 - Flow - F210,G1 - Vifte,EO5 - AO0 - Power,EO5 - AO1 - Flow - F-EO5,EO5 - AO2 - T1 - T-EO5in,EO5 - AO3 - T2 - T-EO5ut,EO7 - AO0 - Power1,EO7 - AO1 - Flow - F205,EO7 - AO2 - Power2,EO7 - AO3 - T2 - T-EO7ut,Strømmåling JP2,Strømmåling JP3,Strømmåling JP4,T1,T7,T13,T29,T32,T37,T40,T42,T52,T74,T80,T113,T132,T137,T138,T147,T153,T162,T301,T302,TC4 - Ledig 12,TC5 - Ledig 11,TC6 - Ledig 10,TC7 - Ledig 9,TC8 - Ledig 8,TC9 - Ledig 7,TC10 - Ledig 6,TC11 - Ledig 5,TC12 - Ledig 4,TC13 - Ledig 3,TC14 - Ledig 2,TC15 - Ledig 1,Vifte SP,JP1 SP,Y221 SP,Y223,Y224 SP,Y301 SP,Y302 SP,Y303 SP,Y304 SP,AO9 - Ledig 7,AO10 - Ledig 6,AO11 - Ledig 5,AO12 - Ledig 4,AO13 - Ledig 3,AO14 - Ledig 2,AO15 - Ledig 1,Heater ON,JP1 - Power start,JP2 start,JP3 start,JP4 start,JP5 start,JP301 start,Vifte start,JP1 start,DO9 - K10 - Ledig 23,DO10 - Ledig 22,DO11 - Ledig 21,DO12 - Ledig 20,DO13 - Ledig 19,DO14 - Ledig 18,DO15 - Ledig 17,DO16 - Ledig 16,DO17 - Ledig 15,DO18 - Ledig 14,DO19 - Ledig 13,DO20 - Ledig 12,DO21 - Ledig 11,DO22 - Ledig 10,DO23 - Ledig 9,DO24 - Ledig 8,DO25 - Ledig 7,DO26 - Ledig 6,DO27 - Ledig 5,DO28 - Ledig 4,DO29 - Ledig 3,DO30 - Ledig 2,DO31 - Ledig 1,EO8,EO8 - AO1 - Flow - F206,EO8 - AO2 - Power2,EO8 - AO3 - T2 - T-EO8ut,EO1 - AO0 - Power,EO1 - AO1 - Flow - F-EO1,EO1 - AO2 - T1 - T-EO1in,EO1 - AO3 - T2 - T-EO1ut,EO4 - AO0 - Power,EO4 - AO1 - Flow - F-EO4,EO4 - AO2 - T1 - T-EO4in,EO4 - AO3 - T2 - T-EO4ut,AI12 - Ledig 4,AI13 - Ledig 3,AI14 - Ledig 2,AI15 - Ledig 1,,,error
192,11:57:00,0.031426549,0.011593103,87.11621761,68.62350106,5.400890708,494.7614148,45.78832269,35.9725374,-0.046530366,-0.594556332,-0.116826296,30.19968688,0.347774565,0.177278727,0.218672276,45.60356548,35.71501924,41.76834131,34.19946226,28.3966362,21.78838484,33.35196025,32.86726914,29.21635404,29.47893982,26.84158863,39.20385245,37.75176639,35.7894783,39.42540617,32.69134827,37.54722858,39.63925911,36.22476738,47.17765927,-56866.36103,-56866.36103,-56866.36103,-56866.36103,-56866.36103,-56866.36103,-56866.36103,-56866.36103,-56866.36103,-56866.36103,-56866.36103,-56866.36103,69.99719245,49.99926181,99.99855973,59.9985253,4.99776945,-0.00311145,-0.00104216,99.99608915,99.9974136,-0.000203758,-4.07E-05,-4.03E-05,-0.000199554,-3.67E-05,-5.47E-05,-1.18E-05,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.358124524,360.4975462,5.298058391,29.53804314,5.495638847,516.4396986,46.10889673,36.30615234,5.289089084,332.8049406,42.06533253,28.86900365,2.36E-08,-5.25E-08,-5.25E-09,-1.08E-07,,,3.15841137
193,11:57:01,0.057390332,0.013256818,87.11552918,68.54054481,5.399867892,494.7737083,45.78771293,35.97468138,-0.046604127,-0.593867898,-0.115016699,30.19524157,0.348164678,0.177330852,0.213947326,45.67475106,35.7699612,41.78285713,34.19513523,28.49553685,21.78463493,32.99179478,32.93962339,29.23056535,29.5370812,26.85905887,39.2006793,37.69646975,35.79321429,39.41668566,32.68970791,37.5313801,39.61815254,36.19524923,47.53355571,-56863.64058,-56863.64058,-56863.64058,-56863.64058,-56863.64058,-56863.64058,-56863.64058,-56863.64058,-56863.64058,-56863.64058,-56863.64058,-56863.64058,69.99719245,49.99926181,99.99855973,59.9985253,4.99776945,-0.00311145,-0.00104216,99.99608915,99.9974136,-0.000203758,-4.07E-05,-4.03E-05,-0.000199554,-3.67E-05,-5.47E-05,-1.18E-05,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.358362198,360.5055124,5.299966335,29.53776777,5.495678186,516.438961,46.10938847,36.30595565,5.288754702,332.8017443,42.06448674,28.86902332,-5.25E-09,-8.39E-08,1.05E-08,-9.70E-08,,,3.14094113
194,11:57:02,0.024542212,0.010380149,87.13185489,68.58258843,5.399022102,494.7690368,45.78700483,35.97613692,-0.04612878,-0.593179464,-0.116747618,30.19760191,0.347858161,0.177077115,0.224040419,45.66718342,35.80472382,41.80792449,34.18043777,28.53649724,21.77806942,33.28998173,32.97503722,29.22591478,29.58406723,26.87283208,39.20189578,37.70748955,35.78817884,39.41590404,32.68756551,37.53426805,39.62346885,36.20305974,47.04996095,-56866.64854,-56866.64854,-56866.64854,-56866.64854,-56866.64854,-56866.64854,-56866.64854,-56866.64854,-56866.64854,-56866.64854,-56866.64854,-56866.64854,69.99719245,49.99926181,99.99855973,59.9985253,4.99776945,-0.00311145,-0.00104216,99.99608915,99.9974136,-0.000203758,-4.07E-05,-4.03E-05,-0.000199554,-3.67E-05,-5.47E-05,-1.18E-05,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.358468741,360.5000049,5.29935658,29.53690231,5.495343804,516.4374858,46.10964417,36.30593598,5.288912058,332.796827,42.06511617,28.86878729,-9.97E-08,-1.08E-07,1.31E-08,-9.44E-08,,,3.12716792
195,11:57:03,0.03221333,0.010175258,87.12162673,68.48525703,5.399513841,494.7601855,45.78665078,35.97322583,-0.046997517,-0.597211719,-0.116629601,30.19520223,0.348465949,0.177067935,0.218847662,45.67021472,35.83911499,41.7641475,34.16828584,28.57821422,21.76813127,33.30477483,33.02761584,29.22451606,29.61029589,26.89419945,39.19364172,37.6640195,35.7876932,39.40166067,32.6785265,37.53136331,39.60903937,36.17668986,47.25170286,-56864.17961,-56864.17961,-56864.17961,-56864.17961,-56864.17961,-56864.17961,-56864.17961,-56864.17961,-56864.17961,-56864.17961,-56864.17961,-56864.17961,69.99719245,49.99926181,99.99855973,59.9985253,4.99776945,-0.00311145,-0.00104216,99.99608915,99.9974136,-0.000203758,-4.07E-05,-4.03E-05,-0.000199554,-3.67E-05,-5.47E-05,-1.18E-05,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.358337611,360.5032504,5.299199224,29.53696132,5.495363474,516.4362565,46.10984087,36.30569994,5.288735032,332.7936307,42.06472278,28.86882663,-5.25E-09,-2.10E-08,3.41E-08,-8.65E-08,,,3.10580055
196,11:57:04,0.038802624,0.012609363,87.09890842,68.52546483,5.500870943,498.7752289,45.85795283,36.36291862,-0.046481192,-0.595638156,-0.116511583,30.19602835,0.348476768,0.177181691,0.214989156,45.69496183,35.89520164,41.84408808,34.16467251,28.6160848,21.78675241,33.64216411,33.08964579,29.23876854,29.67299102,26.9388068,39.20272187,37.485997,35.80510844,39.39897327,32.69492769,37.54102886,39.61910832,36.1767755,47.29745901,-56866.22152,-56866.22152,-56866.22152,-56866.22152,-56866.22152,-56866.22152,-56866.22152,-56866.22152,-56866.22152,-56866.22152,-56866.22152,-56866.22152,69.99719245,49.99926181,99.99855973,59.9985253,4.99776945,-0.00311145,-0.00104216,99.99608915,99.9974136,-0.000203758,-4.07E-05,-4.03E-05,-0.000199554,-3.67E-05,-5.47E-05,-1.18E-05,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.358411372,360.4971528,5.29892385,29.53676462,5.495874882,516.4387152,46.10934913,36.30601466,5.288558006,332.7938765,42.06425071,28.86847258,-2.62E-09,-2.62E-09,-9.97E-08,-9.18E-08,,,3.0611932
197,11:57:05,0.032606721,0.010519475,87.11493909,68.57324541,5.497310758,498.7889975,45.86037219,36.36555433,-0.046792626,-0.594064593,-0.116354227,30.19600868,0.348204672,0.177244633,0.223726362,45.73995094,35.98399263,41.80747554,34.16607393,28.74160418,21.78519798,33.64334245,33.13960875,29.2497019,29.77310958,26.986906,39.18479059,37.28882005,35.8232731,39.40235754,32.69453332,37.52642319,39.61277267,36.15073515,47.49593219,-56865.10854,-56865.10854,-56865.10854,-56865.10854,-56865.10854,-56865.10854,-56865.10854,-56865.10854,-56865.10854,-56865.10854,-56865.10854,-56865.10854,69.99719245,49.99926181,99.99855973,59.9985253,4.99776945,-0.00311145,-0.00104216,99.99608915,99.9974136,-0.000203758,-4.07E-05,-4.03E-05,-0.000199554,-3.67E-05,-5.47E-05,-1.18E-05,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.358403176,360.4928255,5.297605991,29.53654826,5.495815873,516.440928,46.10917211,36.30632937,5.289148092,332.7931389,42.06519485,28.86906266,-8.13E-08,-2.36E-08,-3.41E-08,-1.49E-07,,,3.013094
198,11:57:06,0.043720007,0.011404604,87.10785806,68.64717007,5.498254895,498.7963736,45.8586216,36.36671484,-0.046251714,-0.604686141,-0.11666894,30.41697621,0.348643303,0.177378386,0.219096154,45.73995094,35.98399263,41.80747554,34.16607393,28.74160418,21.78519798,33.64334245,33.13960875,29.2497019,29.77310958,26.986906,39.18479059,37.28882005,35.8232731,39.40235754,32.69453332,37.52642319,39.61277267,36.15073515,47.49593219,-56865.10854,-56865.10854,-56865.10854,-56865.10854,-56865.10854,-56865.42758,-56865.10854,-56865.10854,-56865.10854,-56865.10854,-56865.10854,-56865.10854,69.99719245,49.99926181,99.99855973,59.9985253,4.99776945,-0.00311145,-0.00104216,99.99608915,99.9974136,-0.000203758,-4.07E-05,-4.03E-05,-0.000199554,-3.67E-05,-5.47E-05,-1.18E-05,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.358354002,360.5002016,5.298687816,29.53558445,5.495717525,516.4372399,46.10964417,36.30642772,5.289089084,332.7931389,42.0653522,28.86918068,-6.03E-08,-1.23E-07,-4.72E-08,-5.77E-08,,,3.013094
199,11:57:07,0.027099252,0.01244545,87.10923493,68.65992248,5.499808788,498.8064542,45.85689068,36.36520028,-0.046415627,-0.599965453,-0.115685463,30.41794002,0.348374158,0.177314132,0.214779347,45.63099254,36.01795077,41.85892945,34.14542355,28.77788628,21.77390602,34.0653297,33.17668668,29.26963085,29.81814142,27.01171023,39.1850007,37.24377911,35.82885026,39.40323344,32.68642108,37.52117982,39.61065741,36.1573184,47.29918738,-56865.42758,-56865.42758,-56865.42758,-56865.42758,-56865.42758,-56865.42758,-56865.42758,-56865.42758,-56865.42758,-56865.42758,-56865.42758,-56865.42758,69.99719245,49.99926181,99.99855973,59.9985253,4.99776945,-0.00311145,-0.00104216,99.99608915,99.9974136,-0.000203758,-4.07E-05,-4.03E-05,-0.000199554,-3.67E-05,-5.47E-05,-1.18E-05,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.358534306,360.4908586,5.299395919,29.53678429,5.495914221,516.4428949,46.1093688,36.30589664,5.288892388,332.796827,42.06460476,28.86923969,-4.98E-08,-4.20E-08,-2.36E-08,2.62E-09,,,2.98828977
200,11:57:08,0.037819147,0.011740625,87.09625304,68.49568188,5.499671102,498.7882599,45.85761845,36.36291862,-0.047841668,-0.590917468,-0.115095377,30.41652381,0.348217785,0.177252501,0.21405223,45.7236697,36.05968932,41.87500296,34.13931583,28.85427098,21.78605438,32.93044028,33.20720496,29.30084933,29.85022971,27.03738464,39.18916959,37.26579793,35.85562696,39.3960806,32.69829543,37.51009827,39.61226884,36.1515683,47.16462035,-56865.78596,-56865.78596,-56865.78596,-56865.78596,-56865.78596,-56865.78596,-56865.78596,-56865.78596,-56865.78596,-56865.78596,-56865.78596,-56865.78596,69.99719245,49.99926181,99.99855973,59.9985253,4.99776945,-0.00311145,-0.00104216,99.99608915,99.9974136,-0.000203758,-4.07E-05,-4.03E-05,-0.000199554,-3.67E-05,-5.47E-05,-1.18E-05,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.35845235,360.4937106,5.299631953,29.53562379,5.49552083,516.4455995,46.10907376,36.30595565,5.178074241,329.7723904,42.22697675,29.44044292,2.36E-08,7.87E-09,-4.20E-08,-1.21E-07,,,2.96261536
201,11:57:09,0.027787685,0.011920929,87.11051345,68.66469234,5.497920513,498.7867847,45.85931003,36.36714756,-0.04639104,-0.595441461,-0.117160678,30.41489124,0.348263353,0.177019417,0.22358343,45.75380301,36.10158171,41.93783033,34.12484106,28.8543795,21.78063988,33.59622627,33.24012714,29.32225621,29.8946959,27.05547805,39.18594503,37.3260882,35.87317082,39.37842958,32.67792764,37.51032609,39.59607741,36.14241305,47.2784902,-56865.73773,-56865.73773,-56865.73773,-56865.73773,-56865.73773,-56865.73773,-56865.73773,-56865.73773,-56865.73773,-56865.73773,-56865.73773,-56865.73773,69.99719245,49.99926181,99.99855973,59.9985253,4.99776945,-0.00311145,-0.00104216,99.99608915,99.9974136,-0.000203758,-4.07E-05,-4.03E-05,-0.000199554,-3.67E-05,-5.47E-05,-1.18E-05,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.857969284,342.4933344,4.797842503,29.66807842,5.495147109,516.4455995,46.10950649,36.30569994,4.887968302,329.7822252,42.22632766,29.44099367,-5.25E-08,-5.77E-08,5.77E-08,-9.97E-08,,,2.94452195
202,11:57:10,0.04234314,0.013863295,87.12910116,68.64361316,5.498313904,498.7774417,45.85911334,36.36614442,-0.046210736,-0.60262084,-0.116059184,30.41437984,0.348063052,0.177100062,0.214849174,45.73740438,36.12999889,42.02200265,34.11770302,28.85759607,21.77193448,33.36466394,33.25612523,29.34676703,29.9402225,27.08124312,39.16977534,37.38875669,35.90562476,39.39045635,32.68156892,37.5147202,39.6055561,36.13609498,47.09680172,-56866.71084,-56866.71084,-56866.71084,-56866.71084,-56866.71084,-56866.71084,-56866.71084,-56866.71084,-56866.71084,-56866.71084,-56866.71084,-56866.71084,69.99719245,49.99926181,99.99855973,59.9985253,4.99776945,-0.00311145,-0.00104216,99.99608915,99.9974136,-0.000203758,-4.07E-05,-4.03E-05,-0.000199554,-3.67E-05,-5.47E-05,-1.18E-05,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.85810861,342.501989,4.799966812,29.66868818,5.297979712,480.4533049,46.28771245,36.28691554,4.887869954,329.763785,42.22599328,29.4407773,-3.67E-08,-1.31E-08,-7.61E-08,-9.44E-08,,,2.91875688
203,11:57:11,0.043523312,0.012978166,87.09890842,68.63415539,5.498923659,498.7902269,45.85923135,36.36417747,-0.047759712,-0.618159771,-0.116491914,30.41591406,0.348176479,0.177224964,0.214152217,45.76339731,36.17861279,41.99475326,34.11491918,28.92462952,21.78381062,32.9957117,33.2780577,29.39447684,29.99669774,27.13168243,39.18789338,37.42967027,35.9285566,39.40656877,32.68642713,37.51071975,39.59203195,36.11867746,46.85366631,-56865.47951,-56865.47951,-56865.47951,-56865.47951,-56865.47951,-56865.47951,-56865.47951,-56865.47951,-56865.47951,-56865.47951,-56865.47951,-56865.47951,69.99719245,49.99926181,99.99855973,59.9985253,4.99776945,-0.00311145,-0.00104216,99.99608915,99.9974136,-0.000203758,-4.07E-05,-4.03E-05,-0.000199554,-3.67E-05,-5.47E-05,-1.18E-05,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.857092351,342.4940228,4.79835391,29.66801941,5.297960043,480.4537967,46.2880075,36.28669918,4.887574911,329.7777995,42.22620964,29.44144607,-9.44E-08,-3.41E-08,-6.03E-08,-7.08E-08,,,2.86831757
204,11:57:12,0.032016635,0.01013428,87.11995482,68.68196875,5.498117208,498.771295,45.85921168,36.365574,-0.046464801,-0.597113371,-0.114898682,30.41473389,0.348052889,0.177335441,0.224032551,45.73275196,36.20590857,41.94643342,34.09140307,28.94666634,21.7691201,33.56409971,33.25113012,29.41128194,30.01121937,27.12762702,39.17616496,37.44842938,35.95474869,39.37642231,32.66756742,37.50160306,39.59560027,36.12495206,47.348818,-56866.42109,-56866.42109,-56866.42109,-56866.42109,-56866.42109,-56866.42109,-56866.42109,-56866.42109,-56866.42109,-56866.42109,-56866.42109,-56866.42109,69.99719245,49.99926181,99.99855973,59.9985253,4.99776945,-0.00311145,-0.00104216,99.99608915,99.9974136,-0.000203758,-4.07E-05,-4.03E-05,-0.000199554,-3.67E-05,-5.47E-05,-1.18E-05,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.857543111,342.4948096,4.799180031,29.66750801,5.297055244,480.4506004,46.28844023,36.28705323,4.887791276,329.7782913,42.22676039,29.44140673,-6.82E-08,-3.67E-08,-8.13E-08,-1.78E-07,,,2.87237298
205,11:57:13,0.033688545,0.012486428,86.63982153,68.56000125,5.499710441,498.7762123,45.8579725,36.36425614,-0.047571212,-0.597211719,-0.116609931,30.41632712,0.348457426,0.17707023,0.219498396,45.76853259,36.23947192,41.98071607,34.09886236,28.95193768,21.76733544,33.51518979,33.33118841,29.45483024,30.05629713,27.1554513,39.17266693,37.51109678,35.99190504,39.38424611,32.67594854,37.48758427,39.59162489,36.10463784,47.66490308,-56864.50085,-56864.50085,-56864.50085,-56864.50085,-56864.50085,-56864.50085,-56864.50085,-56864.50085,-56864.50085,-56864.50085,-56864.50085,-56864.50085,69.99719245,49.99926181,99.99855973,59.9985253,4.99776945,-0.00311145,-0.00104216,99.99608915,99.9974136,-0.000203758,-4.07E-05,-4.03E-05,-0.000199554,-3.67E-05,-5.47E-05,-1.18E-05,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.856871068,342.4886137,4.800438881,29.67024207,5.298628807,480.4523215,46.28763378,36.28748596,4.887673259,329.7699317,42.2272718,29.43999052,-6.56E-08,-6.82E-08,-4.20E-08,-5.25E-08,,,2.8445487
206,11:57:14,0.023165345,0.012674928,86.62890494,68.70316267,5.301539898,498.7830967,45.91782689,36.73711181,-0.046768039,-0.587967038,-0.115941167,30.41471422,0.348154515,0.177176118,0.215289772,45.74571337,36.2711656,41.98289932,34.09367683,28.9659703,21.77720801,33.27812901,33.31857922,29.49308367,30.08160864,27.17636433,39.17597277,37.57077987,36.0269668,39.38422106,32.67209795,37.48862296,39.59221544,36.0940604,47.56677531,-56865.22427,-56865.22427,-56865.22427,-56865.22427,-56865.22427,-56865.22427,-56865.22427,-56865.22427,-56865.22427,-56865.22427,-56865.22427,-56865.22427,69.99719245,49.99926181,99.99855973,59.9985253,4.99776945,-0.00311145,-0.00104216,99.99608915,99.9974136,-0.000203758,-4.07E-05,-4.03E-05,-0.000199554,-3.67E-05,-5.47E-05,-1.18E-05,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.857936502,342.4953014,4.798747301,29.66780305,5.297487974,480.4518297,46.28769279,36.28724992,4.887417555,329.7839463,42.22668171,29.44105268,7.87E-09,-9.70E-08,-5.25E-08,-8.65E-08,,,2.82363567
207,11:57:15,0.046277046,0.013428926,86.61159575,68.66677403,5.300713778,498.7771958,45.9201479,36.73683643,-0.046513975,-0.604587793,-0.116904974,30.41589439,0.348632485,0.17695123,0.214044034,45.75971731,36.28945722,41.9914874,34.07682559,29.01922739,21.76797532,33.64248527,33.32394818,29.52974996,30.11280138,27.19636736,39.17017532,37.42704292,36.04437362,39.37820407,32.6675735,37.49176582,39.6059948,36.09520115,46.88120792,-56867.20314,-56867.20314,-56867.20314,-56867.20314,-56867.20314,-56867.20314,-56867.20314,-56867.20314,-56867.20314,-56867.20314,-56867.20314,-56867.20314,69.99719245,49.99926181,99.99855973,59.9985253,4.99776945,-0.00311145,-0.00104216,99.99608915,99.9974136,-0.000203758,-4.07E-05,-4.03E-05,-0.000199554,-3.67E-05,-5.47E-05,-1.18E-05,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.857821763,342.4964815,4.800143838,29.66821611,5.298038721,480.4545343,46.28747642,36.28697455,4.886984825,329.775095,42.22585559,29.44075763,-6.82E-08,-6.03E-08,-4.20E-08,-3.41E-08,,,2.80363264
208,11:57:16,0.028574467,0.011461973,86.62703633,68.61756742,5.300812125,498.7454787,45.91715813,36.73738718,-0.046628714,-0.593179464,-0.11495769,30.41778266,0.348697394,0.177056789,0.224097461,45.84842425,36.31598315,42.07246727,34.06331039,29.05476701,21.76861147,33.86245637,33.35715121,29.59061478,30.13061758,27.22749101,39.15768716,37.28278961,36.08230888,39.38769615,32.66617018,37.48580844,39.59407217,36.11201804,47.14713072,-56866.37731,-56866.37731,-56866.37731,-56866.37731,-56866.37731,-56866.37731,-56866.37731,-56866.37731,-56866.37731,-56866.37731,-56866.37731,-56866.37731,69.99719245,49.99926181,99.99855973,59.9985253,4.99776945,-0.00311145,-0.00104216,99.99608915,99.9974136,-0.000203758,-4.07E-05,-4.03E-05,-0.000199554,-3.67E-05,-5.47E-05,-1.18E-05,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.857559502,342.4908757,4.799160361,29.66892421,5.297979712,480.44765,46.28737807,36.28673851,4.887142181,329.7728822,42.22587526,29.44152474,-6.56E-08,-4.20E-08,-1.05E-08,-8.92E-08,,,2.77250899
209,11:57:17,0.027197599,0.011084974,86.62388921,68.51585954,5.300379395,498.7867847,45.91820061,36.73780024,-0.047022104,-0.597408414,-0.115646124,30.29207468,0.348563313,0.177159399,0.215296328,45.79871866,36.34639919,42.08509303,34.08085332,29.08677336,21.78223645,33.52299121,33.34348685,29.63186921,30.17227821,27.25233784,39.17216316,37.26767359,36.12927341,39.3917333,32.67678814,37.48174914,39.58248625,36.07889947,46.54847307,-56866.36655,-56866.36655,-56866.36655,-56866.36655,-56866.36655,-56866.36655,-56866.36655,-56866.36655,-56866.36655,-56866.36655,-56866.36655,-56866.36655,69.99719245,49.99926181,99.99855973,59.9985253,4.99776945,-0.00311145,-0.00104216,99.99608915,99.9974136,-0.000203758,-4.07E-05,-4.03E-05,-0.000199554,-3.67E-05,-5.47E-05,-1.18E-05,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.858174175,342.4943179,4.798825979,29.66821611,5.298058391,480.4584682,46.28859758,36.28715158,4.88802731,329.7741115,42.22618997,29.44113135,-6.82E-08,-8.13E-08,-2.36E-08,-7.34E-08,,,2.74766216
210,11:57:18,0.034278631,0.012134016,86.63451076,68.54177415,5.30187428,498.7860471,45.91947913,36.73841,-0.04652217,-0.595146418,-0.116511583,30.29697239,0.348275155,0.177026629,0.214322031,45.7988742,36.37469661,42.08569126,34.07158919,29.08512076,21.78608292,33.67429644,33.40903038,29.66916278,30.17899777,27.26956555,39.17143251,37.24219591,36.1450718,39.38811744,32.66929743,37.47414309,39.57424665,36.07283598,47.05349163,-56865.42238,-56865.42238,-56865.42238,-56865.42238,-56865.42238,-56865.42238,-56865.42238,-56865.42238,-56865.42238,-56865.42238,-56865.42238,-56865.42238,69.99719245,49.99926181,99.99855973,59.9985253,4.99776945,-0.00311145,-0.00104216,99.99608915,99.9974136,-0.000203758,-4.07E-05,-4.03E-05,-0.000199554,-3.67E-05,-5.47E-05,-1.18E-05,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.858338088,342.4960881,4.799711108,29.66935694,5.29764533,480.456993,46.2882632,36.28683686,4.58745718,318.7667951,42.40541875,29.64927435,-4.72E-08,-5.77E-08,2.62E-08,-5.51E-08,,,2.73043445
211,11:57:19,0.03054142,0.010953844,86.61651313,68.56975406,5.299494267,498.7774417,45.91932178,36.73996389,-0.047259778,-0.597506762,-0.116727948,30.29343188,0.34822467,0.177135795,0.224897683,45.7748568,36.39310083,42.12706539,34.05530294,29.09314855,21.77651005,33.4536065,33.39474415,29.70751849,30.19469703,27.27603099,39.166417,37.16202817,36.17376154,39.37022985,32.67029064,37.4702127,39.58275818,36.06800058,46.90204282,-56865.3415,-56865.3415,-56865.3415,-56865.3415,-56865.3415,-56865.3415,-56865.3415,-56865.3415,-56865.3415,-56865.3415,-56865.3415,-56865.3415,69.99719245,49.99926181,99.99855973,59.9985253,4.99776945,-0.00311145,-0.00104216,99.99608915,99.9974136,-0.000203758,-4.07E-05,-4.03E-05,-0.000199554,-3.67E-05,-5.47E-05,-1.18E-05,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.458046705,315.4847056,4.396485686,29.95653212,5.297428966,480.4589599,46.28830254,36.28669918,4.588775039,318.7699914,42.40522206,29.64876294,-2.88E-08,-5.51E-08,-1.31E-08,-4.20E-08,,,2.72396901
212,11:57:20,0.003004074,0.012879819,86.62792146,68.66647899,5.299986005,498.7796545,45.91987252,36.74041629,-0.04716143,-0.608423352,-0.114780664,30.29628396,0.348084688,0.177034825,0.218916833,45.72233344,36.40613432,42.0867465,34.05471188,29.13811243,21.77636404,33.35887636,33.42785301,29.74744485,30.21649107,27.28089258,39.15739353,37.11283253,36.21383192,39.38185349,32.65597189,37.47488864,39.58785803,36.05861193,46.82024404,-56867.31445,-56867.31445,-56867.31445,-56867.31445,-56867.31445,-56867.31445,-56867.31445,-56867.31445,-56867.31445,-56867.31445,-56867.31445,-56867.31445,69.99719245,49.99926181,99.99855973,59.9985253,4.99776945,-0.00311145,-0.00104216,99.99608915,99.9974136,-0.000203758,-4.07E-05,-4.03E-05,-0.000199554,-3.67E-05,-5.47E-05,-1.18E-05,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.457522184,315.474084,4.398511648,29.95722055,5.196366906,466.4348289,46.31818056,36.52609706,4.588125944,318.7680244,42.4055171,29.64899898,-9.70E-08,-1.29E-07,-4.20E-08,-3.15E-08,,,2.71910742
