SN,Time,EO2 - Flow - F202,EO3 - Power,EO3 - Flow - F210,G1 - Vifte,EO5 - AO0 - Power,EO5 - AO1 - Flow - F-EO5,EO5 - AO2 - T1 - T-EO5in,EO5 - AO3 - T2 - T-EO5ut,EO7 - AO0 - Power1,EO7 - AO1 - Flow - F205,EO7 - AO2 - Power2,EO7 - AO3 - T2 - T-EO7ut,Strømmåling JP2,Strømmåling JP3,Strømmåling JP4,T1,T7,T13,T29,T32,T37,T40,T42,T52,T74,T80,T113,T132,T137,T138,T147,T153,T162,T301,T302,TC4 - Ledig 12,TC5 - Ledig 11,TC6 - Ledig 10,TC7 - Ledig 9,TC8 - Ledig 8,TC9 - Ledig 7,TC10 - Ledig 6,TC11 - Ledig 5,TC12 - Ledig 4,TC13 - Ledig 3,TC14 - Ledig 2,TC15 - Ledig 1,Vifte SP,JP1 SP,Y221 SP,Y223,Y224 SP,Y301 SP,Y302 SP,Y303 SP,Y304 SP,AO9 - Ledig 7,AO10 - Ledig 6,AO11 - Ledig 5,AO12 - Ledig 4,AO13 - Ledig 3,AO14 - Ledig 2,AO15 - Ledig 1,Heater ON,JP1 - Power start,JP2 start,JP3 start,JP4 start,JP5 start,JP301 start,Vifte start,JP1 start,DO9 - K10 - Ledig 23,DO10 - Ledig 22,DO11 - Ledig 21,DO12 - Ledig 20,DO13 - Ledig 19,DO14 - Ledig 18,DO15 - Ledig 17,DO16 - Ledig 16,DO17 - Ledig 15,DO18 - Ledig 14,DO19 - Ledig 13,DO20 - Ledig 12,DO21 - Ledig 11,DO22 - Ledig 10,DO23 - Ledig 9,DO24 - Ledig 8,DO25 - Ledig 7,DO26 - Ledig 6,DO27 - Ledig 5,DO28 - Ledig 4,DO29 - Ledig 3,DO30 - Ledig 2,DO31 - Ledig 1,EO8,EO8 - AO1 - Flow - F206,EO8 - AO2 - Power2,EO8 - AO3 - T2 - T-EO8ut,EO1 - AO0 - Power,EO1 - AO1 - Flow - F-EO1,EO1 - AO2 - T1 - T-EO1in,EO1 - AO3 - T2 - T-EO1ut,EO4 - AO0 - Power,EO4 - AO1 - Flow - F-EO4,EO4 - AO2 - T1 - T-EO4in,EO4 - AO3 - T2 - T-EO4ut,AI12 - Ledig 4,AI13 - Ledig 3,AI14 - Ledig 2,AI15 - Ledig 1,,,error
666,12:04:54,0.024247169,0.012511015,86.0981226,68.50525439,2.297136784,487.7374247,47.51776636,41.82923913,-0.046669692,-0.595834851,-0.114662647,29.77868021,0.347642779,0.177500337,0.213594586,47.35296131,41.09939769,46.24136571,31.12367994,27.68486333,21.90781862,33.17417149,30.01565403,27.70987097,27.45041005,25.64529731,38.24188361,40.34230017,42.53011116,38.46008574,32.81933864,37.92624792,38.67057176,33.49409079,48.83129099,-56895.1778,-56895.1778,-56895.1778,-56895.1778,-56895.1778,-56895.1778,-56895.1778,-56895.1778,-56895.1778,-56895.1778,-56895.1778,-56895.1778,69.99719245,49.99926181,99.99855973,59.9985253,4.99776945,-0.00311145,-0.00104216,99.99608915,99.9974136,-0.000203758,-4.07E-05,-4.03E-05,-0.000199554,-3.67E-05,-5.47E-05,-1.18E-05,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.557659358,78.4379214,1.496114731,28.22527885,2.695503831,484.4326973,47.89984703,42.85789669,2.085590959,102.7400047,46.85643733,28.17950785,7.87E-09,-2.62E-08,-2.10E-08,-8.13E-08,,,4.35470269
667,12:04:55,0.026705861,0.013002753,86.11198962,68.64380985,2.296566367,487.7438173,47.51672387,41.82768524,-0.046554953,-0.592491031,-0.114780664,29.77763772,0.348146975,0.177383304,0.212842554,47.2927977,40.73751976,46.04921886,31.09583777,27.6891059,21.91073236,32.60191774,30.00245477,27.69456217,27.45215265,25.63448872,38.24425547,40.58032512,42.52518369,38.43843911,32.81273899,37.92209875,38.67042995,33.48428815,48.95532156,-56894.5046,-56894.5046,-56894.5046,-56894.5046,-56894.5046,-56894.5046,-56894.5046,-56894.5046,-56894.5046,-56894.5046,-56894.5046,-56894.5046,69.99719245,49.99926181,99.99855973,59.9985253,4.99776945,-0.00311145,-0.00104216,99.99608915,99.9974136,-0.000203758,-4.07E-05,-4.03E-05,-0.000199554,-3.67E-05,-5.47E-05,-1.18E-05,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.557077467,78.44008505,1.496409774,28.22681308,2.69554317,484.4233543,47.90033877,42.85825074,2.085807323,102.7385294,46.85635865,28.18015695,6.82E-08,-6.03E-08,1.05E-08,-4.72E-08,,,4.36551128
668,12:04:56,0.043424964,0.01411736,86.11857891,68.50746721,2.295425534,487.7634868,47.51796305,41.82831466,-0.046243519,-0.579607487,-0.115252733,29.7766149,0.348218441,0.177338064,0.226820707,47.29484404,40.40654865,45.85255193,31.10404677,27.71487819,21.91380795,34.58510863,30.03036579,27.70510274,27.46315346,25.65397932,38.24989844,40.52393656,42.51864667,38.4596467,32.83374064,37.93944748,38.66263456,33.46899703,49.03567404,-56893.90885,-56893.90885,-56893.90885,-56893.90885,-56893.90885,-56893.90885,-56893.90885,-56893.90885,-56893.90885,-56893.90885,-56893.90885,-56893.90885,69.99719245,49.99926181,99.99855973,59.9985253,4.99776945,-0.00311145,-0.00104216,99.99608915,99.9974136,-0.000203758,-4.07E-05,-4.03E-05,-0.000199554,-3.67E-05,-5.47E-05,-1.18E-05,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.557388902,78.44136357,1.498081684,28.2269311,2.695484161,484.418191,47.90055513,42.85862446,2.085079551,102.7409881,46.85627997,28.1796062,-8.65E-08,-1.57E-08,-3.93E-08,-2.62E-08,,,4.34602068
669,12:04:57,0.021001697,0.013584644,86.09389365,68.62825453,2.297235131,487.7558649,47.51874983,41.82680011,-0.046636909,-0.597900152,-0.114072561,29.73808229,0.347850949,0.177542299,0.216664672,47.32728762,40.10198119,45.59905181,31.10031632,27.7213514,21.92105114,33.96038259,30.03296183,27.68384035,27.47759076,25.64792308,38.24066006,40.46889495,42.46470574,38.4430735,32.82822393,37.93462289,38.67004284,33.46547629,48.97236716,-56893.57949,-56893.57949,-56893.57949,-56893.57949,-56893.57949,-56893.57949,-56893.57949,-56893.57949,-56893.57949,-56893.57949,-56893.57949,-56893.57949,69.99719245,49.99926181,99.99855973,59.9985253,4.99776945,-0.00311145,-0.00104216,99.99608915,99.9974136,-0.000203758,-4.07E-05,-4.03E-05,-0.000199554,-3.67E-05,-5.47E-05,-1.18E-05,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.556749642,78.43005359,1.496606469,28.22514117,2.695169449,484.4260588,47.90033877,42.85848677,2.084922194,102.7446762,46.85622096,28.17950785,-6.56E-08,-1.57E-08,-1.57E-08,-5.77E-08,,,4.35207692
670,12:04:58,0.020509958,0.013256818,86.10913754,68.55282187,2.295641899,487.7450466,47.51973331,41.82953417,-0.046341866,-0.595638156,-0.116590261,29.73528922,0.347849965,0.177426249,0.21415779,47.42824213,39.74035806,45.38108989,31.08498097,27.74364474,21.93349341,34.0880756,30.04270544,27.68431049,27.48261001,25.66392073,38.2486843,40.47954116,42.40713922,38.451984,32.83048861,37.95427211,38.67188052,33.4725003,49.1488196,-56895.71525,-56895.71525,-56895.71525,-56895.71525,-56895.71525,-56895.71525,-56895.71525,-56895.71525,-56895.71525,-56895.71525,-56895.71525,-56895.71525,69.99719245,49.99926181,99.99855973,59.9985253,4.99776945,-0.00311145,-0.00104216,99.99608915,99.9974136,-0.000203758,-4.07E-05,-4.03E-05,-0.000199554,-3.67E-05,-5.47E-05,-1.18E-05,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.557479054,78.43093872,1.496803164,28.22459042,2.69556284,484.4270423,47.90024042,42.85832942,2.084823847,102.7390212,46.85627997,28.17984223,-2.10E-08,3.15E-08,-5.25E-09,-2.36E-08,,,4.33607927
671,12:04:59,0.038999319,0.011625886,86.11434996,68.60045493,2.296389341,487.7659455,47.51920223,41.8279016,-0.046177953,-0.590327382,-0.114623308,29.73556459,0.347740144,0.177416086,0.213637531,47.36085315,39.4396177,45.09225871,31.07720413,27.74672518,21.91244874,34.38538656,30.06590564,27.66670229,27.47250027,25.64966266,38.23479086,40.41941698,42.29980189,38.44854843,32.83803552,37.96443705,38.68158621,33.4575981,48.99935961,-56896.48847,-56896.48847,-56896.48847,-56896.48847,-56896.48847,-56896.48847,-56896.48847,-56896.48847,-56896.48847,-56896.48847,-56896.48847,-56896.48847,69.99719245,49.99926181,99.99855973,59.9985253,4.99776945,-0.00311145,-0.00104216,99.99608915,99.9974136,-0.000203758,-4.07E-05,-4.03E-05,-0.000199554,-3.67E-05,-5.47E-05,-1.18E-05,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.056855708,98.44163954,1.996251941,28.17472816,2.695012093,505.4503307,47.88985491,42.87758589,3.088422418,149.7455165,46.38680756,28.28991294,-6.56E-08,-1.10E-07,7.87E-09,-1.10E-07,,,4.35033734
672,12:05:00,0.031131506,0.012174994,86.12821698,68.66331547,2.298159599,487.7344742,47.51802206,41.82748854,-0.045981258,-0.592982769,-0.113069415,29.7342664,0.34741199,0.177132189,0.216871202,47.18763804,39.13421088,44.8451603,31.06283612,27.74339631,21.92587802,34.81018713,30.07232043,27.64541122,27.48076933,25.65887663,38.23309021,40.39380037,42.17363656,38.43750824,32.84261428,37.96675516,38.66545146,33.46892342,48.90339254,-56896.06462,-56896.06462,-56896.06462,-56896.06462,-56896.06462,-56896.06462,-56896.06462,-56896.06462,-56896.06462,-56896.06462,-56896.06462,-56896.06462,69.99719245,49.99926181,99.99855973,59.9985253,4.99776945,-0.00311145,-0.00104216,99.99608915,99.9974136,-0.000203758,-4.07E-05,-4.03E-05,-0.000199554,-3.67E-05,-5.47E-05,-1.18E-05,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05694586,98.43977094,1.996350288,28.17746222,2.794441581,505.4409876,47.88991392,42.87825465,3.0887568,149.7496963,46.38661087,28.28997195,-3.15E-08,-3.41E-08,-1.84E-08,-3.67E-08,,,4.34112337
673,12:05:01,0.035557151,0.013707578,86.12241447,68.51377785,2.298316956,487.7388999,47.51729429,41.82569861,-0.045800954,-0.59504807,-0.114918351,29.73635137,0.34763065,0.177273154,0.214574128,47.16638867,38.76693132,44.62439543,31.05962579,27.74266431,21.92398638,34.68914669,30.07928348,27.6371759,27.4993694,25.6576848,38.23593349,40.28342334,42.02170022,38.43679213,32.84099024,37.97274423,38.65965088,33.44598781,48.88006279,-56895.61568,-56895.61568,-56895.61568,-56895.61568,-56895.61568,-56895.61568,-56895.61568,-56895.61568,-56895.61568,-56895.61568,-56895.61568,-56895.61568,69.99719245,49.99926181,99.99855973,59.9985253,4.99776945,-0.00311145,-0.00104216,99.99608915,99.9974136,-0.000203758,-4.07E-05,-4.03E-05,-0.000199554,-3.67E-05,-5.47E-05,-1.18E-05,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.057658881,98.43859076,1.997884512,28.17797363,2.794402242,505.4355785,47.88918614,42.87792027,3.0883044,149.7467458,46.38602078,28.28934252,-8.92E-08,-6.56E-08,-1.02E-07,-3.41E-08,,,4.3423152
674,12:05:02,0.014609098,0.01302734,86.12693846,68.54223311,2.29853332,487.7531603,47.51713693,41.82941616,-0.046038628,-0.593277812,-0.114347935,29.73818064,0.347362816,0.177402318,0.213724732,47.20660852,38.56798864,44.34600583,31.03773041,27.74744194,21.92306985,35.20920084,30.09987286,27.6158065,27.50665123,25.66271165,38.22014101,40.15578818,41.84304475,38.42990183,32.84234372,37.97412588,38.65991916,33.4413165,49.00491902,-56895.8727,-56895.8727,-56895.8727,-56895.8727,-56895.8727,-56895.8727,-56895.8727,-56895.8727,-56895.8727,-56895.8727,-56895.8727,-56895.8727,69.99719245,49.99926181,99.99855973,59.9985253,4.99776945,-0.00311145,-0.00104216,99.99608915,99.9974136,-0.000203758,-4.07E-05,-4.03E-05,-0.000199554,-3.67E-05,-5.47E-05,-1.18E-05,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.055978775,98.43613207,1.996901035,28.17693114,2.794107199,505.438529,47.89009094,42.87770391,3.088029027,149.748221,46.3861388,28.29024732,-2.62E-09,-8.92E-08,2.36E-08,-2.36E-08,,,4.33728835
675,12:05:03,0.026410818,0.010609627,86.13992035,68.65354627,2.296802402,487.7231643,47.51676321,41.82681978,-0.046186149,-0.58619678,-0.114288926,29.73847568,0.347456902,0.177206606,0.226750553,47.28128666,38.06230862,44.13050576,31.03382726,27.75692375,21.92438432,34.72919564,30.09777181,27.61505886,27.52318802,25.66081938,38.22786391,40.14309163,41.66757266,38.4389558,32.84430333,37.99323433,38.66455274,33.44891994,49.07936547,-56897.04977,-56897.04977,-56897.04977,-56897.04977,-56897.04977,-56897.04977,-56897.04977,-56897.04977,-56897.04977,-56897.04977,-56897.04977,-56897.04977,69.99719245,49.99926181,99.99855973,59.9985253,4.99776945,-0.00311145,-0.00104216,99.99608915,99.9974136,-0.000203758,-4.07E-05,-4.03E-05,-0.000199554,-3.67E-05,-5.47E-05,-1.18E-05,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.056699991,98.43131304,1.997235417,28.17876041,2.794657946,505.4377913,47.88942218,42.8779006,3.088186383,149.7504339,46.38672888,28.28946054,-4.72E-08,-2.62E-08,-4.98E-08,-9.44E-08,,,4.33918062
676,12:05:04,0.03221333,0.01270771,86.63244545,68.60945374,3.09928,491.7586148,47.58869469,38.50780249,-0.046014041,-0.586098433,-0.115646124,29.73798394,0.34807092,0.177280694,0.215076029,47.26925655,37.84436547,43.90264755,31.0362993,27.75100203,21.93495826,34.76772229,30.12196423,27.60185904,27.52158452,25.6799858,38.22963249,40.11293788,41.45274626,38.42270988,32.856888,37.98224486,38.65557875,33.42816806,48.99565706,-56894.56332,-56894.56332,-56894.56332,-56894.56332,-56894.56332,-56894.56332,-56894.56332,-56894.56332,-56894.56332,-56894.56332,-56894.56332,-56894.56332,69.99719245,49.99926181,99.99855973,59.9985253,4.99776945,-0.00311145,-0.00104216,99.99608915,99.9974136,-0.000203758,-4.07E-05,-4.03E-05,-0.000199554,-3.67E-05,-5.47E-05,-1.18E-05,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.056019753,98.44075441,1.997510791,28.1763804,2.794185877,505.4419711,47.8895992,42.87772357,3.088520765,149.7455165,46.38619781,28.28985393,-6.56E-08,-2.62E-08,-3.93E-08,-7.61E-08,,,4.3200142
677,12:05:05,0.02759099,0.012117624,86.61395609,68.55331361,3.101640344,491.7613193,47.58863568,38.50571752,-0.045661628,-0.597113371,-0.113639832,29.73617435,0.347853243,0.177258402,0.214060098,47.32301598,37.6722267,43.74820249,31.03698052,27.74623228,21.94140553,34.52076155,30.1378018,27.59299478,27.53091281,25.67907653,38.23608829,40.24014847,41.23496802,38.42004496,32.84924431,37.99414197,38.64523058,33.42467415,48.99989285,-56894.58545,-56894.58545,-56894.58545,-56894.58545,-56894.58545,-56894.58545,-56894.58545,-56894.58545,-56894.58545,-56894.58545,-56894.58545,-56894.58545,69.99719245,49.99926181,99.99855973,59.9985253,4.99776945,-0.00311145,-0.00104216,99.99608915,99.9974136,-0.000203758,-4.07E-05,-4.03E-05,-0.000199554,-3.67E-05,-5.47E-05,-1.18E-05,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.055339515,98.42728078,1.994343996,28.17685246,2.794697285,505.4412335,47.88955986,42.87829399,3.088461757,149.7551054,46.38688624,28.28957856,-3.15E-08,-6.82E-08,-6.82E-08,-7.87E-08,,,4.32092347
678,12:05:06,0.018838048,0.012306124,86.63519919,68.6606437,3.100755215,491.74878,47.58806527,38.50601256,-0.04620254,-0.594949722,-0.114800334,29.73733485,0.348187953,0.17731446,0.226816773,47.33913531,37.4464959,43.60180029,31.03038148,27.74322514,21.95492956,34.83510916,30.14951188,27.57406889,27.54791709,25.68815644,38.23826221,40.14790936,41.00111104,38.43978707,32.86156389,37.99830974,38.6416125,33.42528617,48.6699837,-56894.52247,-56894.52247,-56894.52247,-56894.52247,-56894.52247,-56894.52247,-56894.52247,-56894.52247,-56894.52247,-56894.52247,-56894.52247,-56894.52247,69.99719245,49.99926181,99.99855973,59.9985253,4.99776945,-0.00311145,-0.00104216,99.99608915,99.9974136,-0.000203758,-4.07E-05,-4.03E-05,-0.000199554,-3.67E-05,-5.47E-05,-1.18E-05,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.057183534,98.42924774,1.996468306,28.1768918,2.79446125,505.4417253,47.88938284,42.87853003,3.087694645,149.744533,46.38633549,28.2901293,1.31E-08,-8.65E-08,-3.41E-08,-4.98E-08,,,4.31184356
679,12:05:07,0.033196807,0.013043731,86.62683964,68.53488982,3.098886609,491.7689413,47.5887537,38.50636661,-0.046300888,-0.580590963,-0.112833381,29.39844847,0.348065674,0.177327245,0.217235744,47.33208221,37.27437551,43.5101648,31.01948112,27.73202281,21.94105851,35.07983787,30.15216292,27.55422109,27.54535201,25.68649455,38.22440618,40.11083432,40.74588333,38.42571427,32.85677762,38.01598588,38.65304158,33.42964777,48.64348507,-56896.41869,-56896.41869,-56896.41869,-56896.41869,-56896.41869,-56896.41869,-56896.41869,-56896.41869,-56896.41869,-56896.41869,-56896.41869,-56896.41869,69.99719245,49.99926181,99.99855973,59.9985253,4.99776945,-0.00311145,-0.00104216,99.99608915,99.9974136,-0.000203758,-4.07E-05,-4.03E-05,-0.000199554,-3.67E-05,-5.47E-05,-1.18E-05,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.055544406,98.43554199,1.99585855,28.17830801,2.794638276,505.442217,47.88950086,42.87847102,3.088481426,149.7555971,46.38619781,28.28979492,5.25E-09,-6.56E-08,-1.29E-07,-9.97E-08,,,4.31350545
680,12:05:08,0.037819147,0.012453645,86.60894036,68.58870238,3.099909425,491.7546809,47.58934379,38.50506842,-0.046489388,-0.589442253,-0.115980506,29.40045476,0.348103046,0.177267581,0.215044886,47.30293533,37.01029042,43.28239295,31.00449155,27.72420517,21.93820751,35.09385664,30.22535316,27.51979238,27.56391109,25.69371127,38.21653253,40.09323787,40.23551788,38.41828861,32.85669005,38.02421932,38.64570397,33.41841259,49.60504003,-56895.92464,-56895.92464,-56895.92464,-56895.92464,-56895.92464,-56895.92464,-56895.92464,-56895.92464,-56895.92464,-56895.92464,-56895.92464,-56895.92464,69.99719245,49.99926181,99.99855973,59.9985253,4.99776945,-0.00311145,-0.00104216,99.99608915,99.9974136,-0.000203758,-4.07E-05,-4.03E-05,-0.000199554,-3.67E-05,-5.47E-05,-1.18E-05,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.056839317,98.44213128,1.995307803,28.17634106,2.794244885,505.4429546,47.88950086,42.87856936,3.088658452,149.7656778,46.38619781,28.28944087,3.93E-08,-8.13E-08,-6.56E-08,-3.15E-08,,,4.30628873
681,12:05:09,0.03349185,0.010945648,86.60569489,68.50012392,3.100342155,491.7645156,47.59005189,38.50386858,-0.046628714,-0.594261289,-0.113954544,29.39878285,0.347822756,0.177257746,0.227361947,47.25990262,36.93915549,43.31434493,31.00202521,27.70148912,21.9350035,34.53626871,30.29569816,27.51435156,27.55574186,25.69852302,38.21521466,40.10056932,39.97465724,38.41763847,32.85378324,38.03745085,38.64491445,33.40638109,49.42237061,-56894.81143,-56894.81143,-56894.81143,-56894.81143,-56894.81143,-56894.81143,-56894.81143,-56894.81143,-56894.81143,-56894.81143,-56894.81143,-56894.81143,69.99719245,49.99926181,99.99855973,59.9985253,4.99776945,-0.00311145,-0.00104216,99.99608915,99.9974136,-0.000203758,-4.07E-05,-4.03E-05,-0.000199554,-3.67E-05,-5.47E-05,-1.18E-05,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.058507413,288.4972215,5.99481225,28.06615233,2.695228457,502.4258941,47.828722,41.31672978,5.587888956,271.7652172,44.205181,28.24007034,-6.56E-08,-2.10E-08,-7.87E-08,-5.25E-08,,,4.30147698
682,12:05:10,0.033000112,0.013051927,86.59802377,68.56760681,3.099437356,491.7686954,47.58904874,38.5081172,-0.046858191,-0.604981184,-0.114682317,29.39811409,0.347608685,0.177346915,0.217904836,47.27755364,36.8476401,43.19491307,31.00039307,27.69916373,21.9285075,34.13593687,30.37930269,27.49292075,27.56501356,25.70303672,38.20960153,40.07901829,39.69895218,38.4086916,32.85733065,38.04185425,38.64886788,33.41060147,49.20857845,-56895.78804,-56895.78804,-56895.78804,-56895.78804,-56895.78804,-56895.78804,-56895.78804,-56895.78804,-56895.78804,-56895.78804,-56895.78804,-56895.78804,69.99719245,49.99926181,99.99855973,59.9985253,4.99776945,-0.00311145,-0.00104216,99.99608915,99.9974136,-0.000203758,-4.07E-05,-4.03E-05,-0.000199554,-3.67E-05,-5.47E-05,-1.18E-05,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.059081107,288.4901404,5.995992422,28.06451976,2.695877552,502.4234354,47.82974482,41.31678879,5.587987304,271.7605457,44.20488596,28.24101448,-3.67E-08,-6.56E-08,-4.98E-08,-1.31E-07,,,4.29696328
683,12:05:11,0.032016635,0.012527406,86.63224876,68.58448982,3.102269769,491.7620569,47.5871408,38.50550115,-0.046079606,-0.594851375,-0.113482475,29.39720929,0.347607702,0.177425593,0.215144545,47.30281326,36.81274384,43.15715298,30.98630218,27.68361182,21.93692838,34.92779319,30.5096404,27.49237338,27.58243096,25.70819461,38.21373837,40.07892815,39.45767807,38.40704434,32.86803555,38.05288656,38.6418809,33.39702416,49.12487788,-56895.8655,-56895.8655,-56895.8655,-56895.8655,-56895.8655,-56895.8655,-56895.8655,-56895.8655,-56895.8655,-56895.8655,-56895.8655,-56895.8655,69.99719245,49.99926181,99.99855973,59.9985253,4.99776945,-0.00311145,-0.00104216,99.99608915,99.9974136,-0.000203758,-4.07E-05,-4.03E-05,-0.000199554,-3.67E-05,-5.47E-05,-1.18E-05,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.058482826,288.4909272,5.996385813,28.06725383,2.695720196,502.4214685,47.82889903,41.31649375,5.588459373,271.7642337,44.20476794,28.24083745,-7.87E-09,-6.03E-08,-6.56E-08,-8.13E-08,,,4.29180539
684,12:05:12,0.017362833,0.010929257,86.60461307,68.68624687,3.096781969,491.7625487,47.58851767,38.50632727,-0.047276169,-0.612357259,-0.116865635,29.39654052,0.347725391,0.177280039,0.214340389,47.37798109,36.76209682,43.17169664,30.98291917,27.68407047,21.94245519,34.88367178,30.65879281,27.48942061,27.58448148,25.72668982,38.21841451,40.050559,39.22881543,38.42283858,32.87141328,38.0567699,38.6386461,33.40071974,49.03917744,-56896.43063,-56896.43063,-56896.43063,-56896.43063,-56896.43063,-56896.43063,-56896.43063,-56896.43063,-56896.43063,-56896.43063,-56896.43063,-56896.43063,69.99719245,49.99926181,99.99855973,59.9985253,4.99776945,-0.00311145,-0.00104216,99.99608915,99.9974136,-0.000203758,-4.07E-05,-4.03E-05,-0.000199554,-3.67E-05,-5.47E-05,-1.18E-05,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.059015542,288.4788305,5.994910598,28.06485415,2.695425153,502.4182722,47.82868266,41.31655276,5.587967634,271.76743,44.20423687,28.23934257,-4.72E-08,-6.82E-08,-1.31E-08,-7.34E-08,,,4.27331018
685,12:05:13,0.040376186,0.011068583,86.61405444,68.55285466,3.098473549,491.7495176,47.5894618,38.50729108,-0.045604259,-0.590622425,-0.114682317,29.39754367,0.348056823,0.177434772,0.218440831,47.39231199,36.7124658,43.09934439,30.99118175,27.68602415,21.93453762,34.81861741,30.79041053,27.47181485,27.59780518,25.73618475,38.21787906,40.02364601,38.98864635,38.4191898,32.88009362,38.0719364,38.65490629,33.39625914,49.03572489,-56897.27706,-56897.27706,-56897.27706,-56897.27706,-56897.27706,-56897.27706,-56897.27706,-56897.27706,-56897.27706,-56897.27706,-56897.27706,-56897.27706,69.99719245,49.99926181,99.99855973,59.9985253,4.99776945,-0.00311145,-0.00104216,99.99608915,99.9974136,-0.000203758,-4.07E-05,-4.03E-05,-0.000199554,-3.67E-05,-5.47E-05,-1.18E-05,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.059081107,288.4933859,5.996543169,28.06564093,2.695602179,502.4185181,47.82913506,41.31712317,5.587200522,271.7630044,44.2047286,28.24034572,-2.36E-08,-7.61E-08,1.05E-08,-1.31E-08,,,4.26381525
686,12:05:14,0.028672814,0.01212582,86.62133217,68.61758381,4.996701479,487.7775013,47.55867898,37.1657896,-0.04575178,-0.587967038,-0.11580348,29.39848781,0.348230243,0.177459031,0.214935392,47.4394919,36.69995902,43.13172245,30.98597903,27.67510182,21.93774963,34.7684236,30.98123731,27.47976598,27.60848283,25.74690412,38.22298693,39.98506249,38.78955699,38.4151773,32.89267934,38.07213787,38.63599004,33.37893732,49.08840461,-56896.63065,-56896.63065,-56896.63065,-56896.63065,-56896.63065,-56896.63065,-56896.63065,-56896.63065,-56896.63065,-56896.63065,-56896.63065,-56896.63065,69.99719245,49.99926181,99.99855973,59.9985253,4.99776945,-0.00311145,-0.00104216,99.99608915,99.9974136,-0.000203758,-4.07E-05,-4.03E-05,-0.000199554,-3.67E-05,-5.47E-05,-1.18E-05,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.058187783,288.486895,5.996248126,28.0659163,2.695228457,502.4175346,47.82954812,41.31696582,5.587829947,271.7630044,44.20466959,28.23940158,-1.10E-07,-6.03E-08,-3.15E-08,-5.25E-08,,,4.25309588
